func_name,sleepycat
query_all,1.0039467811584473
query_sp2b_q11,1.0042150020599365
query_sp2b_q8,1.0041170120239258
query_sp2b_q9,1.0044200420379639
query_sp2b_q12c,1.0040569305419922
query_sp2b_q1,1.0041539669036865
query_sp2b_q10,1.0039958953857422
query_sp2b_q7,1.0040831565856934
query_sp2b_q6,1.0039000511169434
query_sp2b_q4,1.004518985748291
query_sp2b_q3a,1.0042071342468262
query_sp2b_q3c,1.0045011043548584
query_sp2b_q3b,1.0041229724884033
query_sp2b_q5b,1.0047078132629395
query_sp2b_q5a,1.004370927810669
