func_name,sleepycat
query_all,1.0037879943847656
query_sp2b_q11,1.0022709369659424
query_sp2b_q8,1.003458023071289
query_sp2b_q9,1.0042378902435303
query_sp2b_q12c,1.0036499500274658
query_sp2b_q1,1.0029988288879395
query_sp2b_q10,1.003075122833252
query_sp2b_q7,1.0036258697509766
query_sp2b_q6,1.0041851997375488
query_sp2b_q4,1.0042071342468262
query_sp2b_q3a,1.0031101703643799
query_sp2b_q3c,1.004086971282959
query_sp2b_q3b,1.0027849674224854
query_sp2b_q5b,1.0041289329528809
query_sp2b_q5a,1.0037450790405273
