func_name,sleepycat
query_all,1.004021167755127
query_sp2b_q11,1.004262924194336
query_sp2b_q8,1.0040850639343262
query_sp2b_q9,1.0039489269256592
query_sp2b_q12c,1.0037250518798828
query_sp2b_q1,1.002406120300293
query_sp2b_q10,1.0041890144348145
query_sp2b_q7,1.0024471282958984
query_sp2b_q6,1.0036768913269043
query_sp2b_q4,1.0023219585418701
query_sp2b_q3a,1.0049829483032227
query_sp2b_q3c,1.0040619373321533
query_sp2b_q3b,1.0042009353637695
query_sp2b_q5b,1.004032850265503
query_sp2b_q5a,1.005012035369873
