func_name,sleepycat
query_all,1.0038800239562988
query_sp2b_q11,1.001917839050293
query_sp2b_q8,1.0019621849060059
query_sp2b_q9,1.0018839836120605
query_sp2b_q12c,1.0067989826202393
query_sp2b_q1,1.0042810440063477
query_sp2b_q10,1.00189208984375
query_sp2b_q7,1.0024659633636475
query_sp2b_q6,1.0035600662231445
query_sp2b_q4,1.003000020980835
query_sp2b_q3a,1.0039339065551758
query_sp2b_q3c,1.0044629573822021
query_sp2b_q3b,1.0040040016174316
query_sp2b_q5b,1.0079410076141357
query_sp2b_q5a,1.0038940906524658
