func_name,sleepycat
query_all,1.0040051937103271
query_sp2b_q11,1.0038321018218994
query_sp2b_q8,1.0027110576629639
query_sp2b_q9,1.0044338703155518
query_sp2b_q12c,1.0039019584655762
query_sp2b_q1,1.0034639835357666
query_sp2b_q10,1.0043201446533203
query_sp2b_q7,1.0034430027008057
query_sp2b_q6,1.0039341449737549
query_sp2b_q4,1.0018281936645508
query_sp2b_q3a,1.002573013305664
query_sp2b_q3c,1.004298210144043
query_sp2b_q3b,1.0038931369781494
query_sp2b_q5b,1.0039432048797607
query_sp2b_q5a,1.004133939743042
