func_name,sleepycat
query_all,3.2388761043548584
query_sp2b_q11,3.186713933944702
query_sp2b_q8,3.5353879928588867
query_sp2b_q9,3.1043190956115723
query_sp2b_q12c,3.0538041591644287
query_sp2b_q1,3.5367178916931152
query_sp2b_q10,3.1094858646392822
query_sp2b_q7,3.549677848815918
query_sp2b_q6,3.1871259212493896
query_sp2b_q4,3.4127118587493896
query_sp2b_q3a,3.355822801589966
query_sp2b_q3c,3.0995290279388428
query_sp2b_q3b,3.162306070327759
query_sp2b_q5b,3.095557928085327
query_sp2b_q5a,3.235736846923828
