func_name,sleepycat
query_all,3.083930015563965
query_sp2b_q11,3.1223528385162354
query_sp2b_q8,3.121034860610962
query_sp2b_q9,3.1260769367218018
query_sp2b_q12c,3.0673670768737793
query_sp2b_q1,3.1514339447021484
query_sp2b_q10,3.133183002471924
query_sp2b_q7,3.115586996078491
query_sp2b_q6,3.409646987915039
query_sp2b_q4,3.0509560108184814
query_sp2b_q3a,3.0896248817443848
query_sp2b_q3c,3.095144033432007
query_sp2b_q3b,3.3592751026153564
query_sp2b_q5b,3.1275508403778076
query_sp2b_q5a,3.099442958831787
