func_name,sleepycat
query_all,3.020803928375244
query_sp2b_q11,3.0795390605926514
query_sp2b_q8,3.1448440551757812
query_sp2b_q9,3.0776331424713135
query_sp2b_q12c,3.5581839084625244
query_sp2b_q1,3.359938144683838
query_sp2b_q10,3.0685179233551025
query_sp2b_q7,3.188086986541748
query_sp2b_q6,3.1087050437927246
query_sp2b_q4,3.0899720191955566
query_sp2b_q3a,3.0779879093170166
query_sp2b_q3c,3.110909938812256
query_sp2b_q3b,3.1807010173797607
query_sp2b_q5b,3.0741379261016846
query_sp2b_q5a,3.1862099170684814
