func_name,sleepycat
query_all,3.119502067565918
query_sp2b_q11,3.1233839988708496
query_sp2b_q8,3.093390941619873
query_sp2b_q9,3.056489944458008
query_sp2b_q12c,3.09165096282959
query_sp2b_q1,3.0790069103240967
query_sp2b_q10,3.137634038925171
query_sp2b_q7,3.110069990158081
query_sp2b_q6,3.0960681438446045
query_sp2b_q4,3.6178460121154785
query_sp2b_q3a,3.107677936553955
query_sp2b_q3c,3.118378162384033
query_sp2b_q3b,3.1762168407440186
query_sp2b_q5b,3.099471092224121
query_sp2b_q5a,3.141624927520752
