func_name,sleepycat
query_all,3.121906042098999
query_sp2b_q11,3.1188900470733643
query_sp2b_q8,3.1741251945495605
query_sp2b_q9,3.1122350692749023
query_sp2b_q12c,3.1295840740203857
query_sp2b_q1,3.2530059814453125
query_sp2b_q10,3.0832579135894775
query_sp2b_q7,3.3525519371032715
query_sp2b_q6,3.4400742053985596
query_sp2b_q4,3.149677038192749
query_sp2b_q3a,3.173128843307495
query_sp2b_q3c,3.3109328746795654
query_sp2b_q3b,3.4866878986358643
query_sp2b_q5b,3.178680896759033
query_sp2b_q5a,3.1274921894073486
