func_name,sleepycat
query_all,3.1274309158325195
query_sp2b_q11,3.1596720218658447
query_sp2b_q8,3.428809881210327
query_sp2b_q9,3.51117205619812
query_sp2b_q12c,3.0528640747070312
query_sp2b_q1,3.262155055999756
query_sp2b_q10,3.0876238346099854
query_sp2b_q7,3.09993577003479
query_sp2b_q6,3.064997911453247
query_sp2b_q4,3.293551206588745
query_sp2b_q3a,3.1454880237579346
query_sp2b_q3c,3.07561993598938
query_sp2b_q3b,3.0931200981140137
query_sp2b_q5b,3.1723248958587646
query_sp2b_q5a,3.0929479598999023
