func_name,sleepycat
query_all,3.1753761768341064
query_sp2b_q11,3.1077730655670166
query_sp2b_q8,3.192960023880005
query_sp2b_q9,3.1228768825531006
query_sp2b_q12c,3.1276609897613525
query_sp2b_q1,3.0892181396484375
query_sp2b_q10,3.137235164642334
query_sp2b_q7,3.094999074935913
query_sp2b_q6,3.238970994949341
query_sp2b_q4,3.0776660442352295
query_sp2b_q3a,3.3248260021209717
query_sp2b_q3c,3.1201529502868652
query_sp2b_q3b,3.300037145614624
query_sp2b_q5b,3.579572916030884
query_sp2b_q5a,3.190574884414673
