func_name,sleepycat
query_all,3.0884950160980225
query_sp2b_q11,3.5497608184814453
query_sp2b_q8,3.4328348636627197
query_sp2b_q9,3.073146104812622
query_sp2b_q12c,3.1156749725341797
query_sp2b_q1,3.077261209487915
query_sp2b_q10,3.303218126296997
query_sp2b_q7,3.269083023071289
query_sp2b_q6,3.098520040512085
query_sp2b_q4,3.1112728118896484
query_sp2b_q3a,3.2874338626861572
query_sp2b_q3c,3.1021058559417725
query_sp2b_q3b,3.173835039138794
query_sp2b_q5b,3.095270872116089
query_sp2b_q5a,3.0878350734710693
