func_name,sleepycat
query_all,2.027945041656494
query_sp2b_q11,2.0303640365600586
query_sp2b_q8,2.241349935531616
query_sp2b_q9,2.0320088863372803
query_sp2b_q12c,2.0403389930725098
query_sp2b_q1,1.3071119785308838
query_sp2b_q10,2.0177950859069824
query_sp2b_q7,2.0142788887023926
query_sp2b_q6,2.051506996154785
query_sp2b_q4,2.0237081050872803
query_sp2b_q3a,2.0361618995666504
query_sp2b_q3c,2.02406907081604
query_sp2b_q3b,2.040248155593872
query_sp2b_q5b,1.2957699298858643
query_sp2b_q5a,2.0226149559020996
