func_name,sleepycat
query_all,2.024799108505249
query_sp2b_q11,2.029242992401123
query_sp2b_q8,2.0262770652770996
query_sp2b_q9,2.023972988128662
query_sp2b_q12c,2.0283961296081543
query_sp2b_q1,2.446894884109497
query_sp2b_q10,2.034655809402466
query_sp2b_q7,2.0488831996917725
query_sp2b_q6,2.0520551204681396
query_sp2b_q4,2.0424129962921143
query_sp2b_q3a,2.0214149951934814
query_sp2b_q3c,2.0248050689697266
query_sp2b_q3b,2.034795045852661
query_sp2b_q5b,2.0314090251922607
query_sp2b_q5a,2.065390110015869
