func_name,sleepycat
query_all,2.0506479740142822
query_sp2b_q11,2.0320770740509033
query_sp2b_q8,2.22062087059021
query_sp2b_q9,2.063199043273926
query_sp2b_q12c,2.029733896255493
query_sp2b_q1,2.0340518951416016
query_sp2b_q10,2.0485761165618896
query_sp2b_q7,2.029623031616211
query_sp2b_q6,2.037709951400757
query_sp2b_q4,2.0350852012634277
query_sp2b_q3a,2.0316312313079834
query_sp2b_q3c,1.2656540870666504
query_sp2b_q3b,2.0238568782806396
query_sp2b_q5b,2.0460009574890137
query_sp2b_q5a,2.0340800285339355
