func_name,sleepycat
query_all,2.021456003189087
query_sp2b_q11,2.032254219055176
query_sp2b_q8,2.346318006515503
query_sp2b_q9,2.0244929790496826
query_sp2b_q12c,2.0451560020446777
query_sp2b_q1,2.1752350330352783
query_sp2b_q10,2.039900779724121
query_sp2b_q7,2.043142080307007
query_sp2b_q6,2.0267081260681152
query_sp2b_q4,2.186253070831299
query_sp2b_q3a,2.2618188858032227
query_sp2b_q3c,2.20585298538208
query_sp2b_q3b,2.177673101425171
query_sp2b_q5b,2.0216119289398193
query_sp2b_q5a,2.1920390129089355
