func_name,sleepycat
query_all,10.034621953964233
query_sp2b_q11,10.038545846939087
query_sp2b_q8,10.040301084518433
query_sp2b_q9,10.039622068405151
query_sp2b_q12c,10.044327020645142
query_sp2b_q1,10.037269115447998
query_sp2b_q10,10.042792797088623
query_sp2b_q7,10.064481973648071
query_sp2b_q6,10.072184085845947
query_sp2b_q4,10.039662837982178
query_sp2b_q3a,10.036449909210205
query_sp2b_q3c,10.04236888885498
query_sp2b_q3b,10.04433798789978
query_sp2b_q5b,10.039561033248901
query_sp2b_q5a,10.038124084472656
