func_name,sleepycat
query_all,10.041304111480713
query_sp2b_q11,10.03662109375
query_sp2b_q8,10.036854982376099
query_sp2b_q9,10.040060997009277
query_sp2b_q12c,10.03725814819336
query_sp2b_q1,10.043065071105957
query_sp2b_q10,10.037256956100464
query_sp2b_q7,10.041897058486938
query_sp2b_q6,10.035722017288208
query_sp2b_q4,10.038258075714111
query_sp2b_q3a,10.041096925735474
query_sp2b_q3c,10.037235975265503
query_sp2b_q3b,10.036676168441772
query_sp2b_q5b,10.038595199584961
query_sp2b_q5a,10.040549993515015
