func_name,sleepycat
query_all,10.03493595123291
query_sp2b_q11,10.040010929107666
query_sp2b_q8,10.037101030349731
query_sp2b_q9,10.039215803146362
query_sp2b_q12c,10.03745698928833
query_sp2b_q1,10.040093898773193
query_sp2b_q10,10.037410020828247
query_sp2b_q7,10.037177801132202
query_sp2b_q6,10.038037061691284
query_sp2b_q4,10.043746948242188
query_sp2b_q3a,10.038081884384155
query_sp2b_q3c,10.038801908493042
query_sp2b_q3b,10.041039943695068
query_sp2b_q5b,10.037885189056396
query_sp2b_q5a,10.038877010345459
