func_name,sleepycat
query_all,10.035768032073975
query_sp2b_q11,10.042754173278809
query_sp2b_q8,10.043395042419434
query_sp2b_q9,10.041203022003174
query_sp2b_q12c,10.039683103561401
query_sp2b_q1,10.040856122970581
query_sp2b_q10,10.045078039169312
query_sp2b_q7,10.041031122207642
query_sp2b_q6,10.044329166412354
query_sp2b_q4,10.043314933776855
query_sp2b_q3a,10.042403936386108
query_sp2b_q3c,10.043267965316772
query_sp2b_q3b,10.041187047958374
query_sp2b_q5b,10.037858963012695
query_sp2b_q5a,10.043519973754883
