func_name,sleepycat
query_all,10.037341833114624
query_sp2b_q11,10.03242301940918
query_sp2b_q8,10.042744874954224
query_sp2b_q9,10.041552066802979
query_sp2b_q12c,10.037629127502441
query_sp2b_q1,10.037075996398926
query_sp2b_q10,10.040060997009277
query_sp2b_q7,10.041938066482544
query_sp2b_q6,10.038067102432251
query_sp2b_q4,10.03731083869934
query_sp2b_q3a,10.039238929748535
query_sp2b_q3c,10.035008907318115
query_sp2b_q3b,10.03809905052185
query_sp2b_q5b,10.036291122436523
query_sp2b_q5a,10.03518795967102
