func_name,sleepycat
query_all,5.0208210945129395
query_sp2b_q11,5.01950216293335
query_sp2b_q8,5.020669937133789
query_sp2b_q9,5.022809028625488
query_sp2b_q12c,5.021418809890747
query_sp2b_q1,5.021234035491943
query_sp2b_q10,5.021775007247925
query_sp2b_q7,5.021838903427124
query_sp2b_q6,5.022863864898682
query_sp2b_q4,5.020831823348999
query_sp2b_q3a,5.0218400955200195
query_sp2b_q3c,5.02183198928833
query_sp2b_q3b,5.021303176879883
query_sp2b_q5b,5.02252197265625
query_sp2b_q5a,5.020775079727173
