func_name,sleepycat
query_all,5.020823955535889
query_sp2b_q11,5.041537046432495
query_sp2b_q8,5.031158924102783
query_sp2b_q9,5.053383111953735
query_sp2b_q12c,2.058051824569702
query_sp2b_q1,5.018520832061768
query_sp2b_q10,3.039949893951416
query_sp2b_q7,4.056923151016235
query_sp2b_q6,5.013521194458008
query_sp2b_q4,5.032134056091309
query_sp2b_q3a,5.020218849182129
query_sp2b_q3c,5.01872706413269
query_sp2b_q3b,5.0378499031066895
query_sp2b_q5b,5.011762857437134
query_sp2b_q5a,5.032721042633057
