func_name,sleepycat
query_all,5.015326976776123
query_sp2b_q11,5.018775939941406
query_sp2b_q8,5.021761894226074
query_sp2b_q9,5.023451089859009
query_sp2b_q12c,5.017836093902588
query_sp2b_q1,5.0175299644470215
query_sp2b_q10,5.0207200050354
query_sp2b_q7,5.022114038467407
query_sp2b_q6,5.0167930126190186
query_sp2b_q4,5.019189834594727
query_sp2b_q3a,5.016057968139648
query_sp2b_q3c,5.014206886291504
query_sp2b_q3b,5.019829034805298
query_sp2b_q5b,5.020488023757935
query_sp2b_q5a,5.018445014953613
