func_name,sleepycat
query_all,5.020691156387329
query_sp2b_q11,5.021653890609741
query_sp2b_q8,5.021378040313721
query_sp2b_q9,5.022634983062744
query_sp2b_q12c,5.021761178970337
query_sp2b_q1,5.022275924682617
query_sp2b_q10,5.021223783493042
query_sp2b_q7,5.021152973175049
query_sp2b_q6,5.020314931869507
query_sp2b_q4,5.018639087677002
query_sp2b_q3a,5.019248008728027
query_sp2b_q3c,5.0209479331970215
query_sp2b_q3b,5.020565032958984
query_sp2b_q5b,5.017277956008911
query_sp2b_q5a,5.018988132476807
