func_name,sleepycat
query_all,5.020264148712158
query_sp2b_q11,5.021229028701782
query_sp2b_q8,5.022156000137329
query_sp2b_q9,5.018182039260864
query_sp2b_q12c,5.021367073059082
query_sp2b_q1,5.0179221630096436
query_sp2b_q10,5.022093057632446
query_sp2b_q7,5.019153118133545
query_sp2b_q6,5.0224950313568115
query_sp2b_q4,5.023705005645752
query_sp2b_q3a,5.016999006271362
query_sp2b_q3c,5.02056097984314
query_sp2b_q3b,5.019698858261108
query_sp2b_q5b,5.019749164581299
query_sp2b_q5a,5.018656969070435
