func_name,sleepycat
query_all,5.021581172943115
query_sp2b_q11,5.018445014953613
query_sp2b_q8,5.019585132598877
query_sp2b_q9,5.0207359790802
query_sp2b_q12c,5.021301031112671
query_sp2b_q1,5.020107984542847
query_sp2b_q10,5.019044876098633
query_sp2b_q7,5.017276048660278
query_sp2b_q6,5.020878791809082
query_sp2b_q4,5.021263122558594
query_sp2b_q3a,5.02252984046936
query_sp2b_q3c,5.022211074829102
query_sp2b_q3b,5.020012140274048
query_sp2b_q5b,5.0176169872283936
query_sp2b_q5a,5.021202087402344
