func_name,sleepycat
query_all,5.021343946456909
query_sp2b_q11,5.02226710319519
query_sp2b_q8,5.022531986236572
query_sp2b_q9,5.020810842514038
query_sp2b_q12c,5.016708135604858
query_sp2b_q1,5.022053956985474
query_sp2b_q10,5.021272897720337
query_sp2b_q7,5.020070791244507
query_sp2b_q6,5.020947217941284
query_sp2b_q4,5.0182859897613525
query_sp2b_q3a,5.0210301876068115
query_sp2b_q3c,5.0226359367370605
query_sp2b_q3b,5.021205186843872
query_sp2b_q5b,5.022226810455322
query_sp2b_q5a,5.019816875457764
