func_name,virtuoso,postgres,sleepycat
query_all,1.4753493583733048,0.25140160926654237,0.008724694745243889
query_sp2b_q1,0.06691362616407573,0.044039968375450864,0.016130587714652
query_sp2b_q10,0.027691296877873608,0.019658525708018258,0.009357997487242212
query_sp2b_q11,0.023663852971614927,0.02740778919678556,0.016002243383080622
query_sp2b_q12a,0.02699272243538344,153.12481422974702,1.8723972900988706
query_sp2b_q12c,0.008339245647934052,0.10055668833941404,0.04141636778627016
query_sp2b_q2,0.9033686778318093,505.3739263153351,15.574718394460264
query_sp2b_q3a,0.14748208439868743,0.11705452913673363,0.027311240149915827
query_sp2b_q3b,0.05710474507035834,0.04375441036409967,0.024715066559742736
query_sp2b_q3c,0.04494045367776612,0.036189186637698344,0.022342845604764638
query_sp2b_q4,2.8180121113970924,0.05288224126079337,0.04260699778990132
query_sp2b_q5a,0.13006465249210405,0.048226937067759705,0.03515610290766808
query_sp2b_q5b,0.12535663598455707,0.03326322145858204,0.022603729478951073
query_sp2b_q6,0.38577340804188354,0.06925600872435812,0.05932546176317106
query_sp2b_q7,0.09588570378741514,0.06476687973357471,0.052966236916985834
query_sp2b_q8,0.07101973619770256,0.09610524516200948,0.08603446075371936
query_sp2b_q9,0.03650790675019359,0.03175309478802326,0.0206229768583973
