func_name,virtuoso,postgres,sleepycat
query_all,1.28587007522583,0.016563892364501953,0.005880117416381836
query_sp2b_q11,0.016688823699951172,0.029683828353881836,0.01488494873046875
query_sp2b_q8,0.06089901924133301,0.09411406517028809,0.08397507667541504
query_sp2b_q9,0.030787944793701172,0.030340194702148438,0.019932031631469727
query_sp2b_q12a,0.02520298957824707,135.71031284332275,0.6359448432922363
query_sp2b_q12c,0.004017829895019531,0.029844045639038086,0.026456117630004883
query_sp2b_q2,0.5365128517150879,117.62596797943115,4.209540128707886
query_sp2b_q1,0.005896091461181641,0.02751612663269043,0.017383098602294922
query_sp2b_q10,0.060585975646972656,0.018414020538330078,0.00757908821105957
query_sp2b_q7,0.03619503974914551,0.062376976013183594,0.049265146255493164
query_sp2b_q6,0.3345680236816406,0.06556510925292969,0.06306982040405273
query_sp2b_q4,2.618267059326172,0.04900407791137695,0.03802013397216797
query_sp2b_q3a,0.10894107818603516,0.04541897773742676,0.022328853607177734
query_sp2b_q3c,0.004609107971191406,0.0353851318359375,0.020949125289916992
query_sp2b_q3b,0.005196094512939453,0.035598039627075195,0.02398395538330078
query_sp2b_q5b,0.11811017990112305,0.029932022094726562,0.01965618133544922
query_sp2b_q5a,0.12299299240112305,0.04886293411254883,0.03206300735473633
