func_name,virtuoso,postgres,sleepycat
query_all,1.2549190521240234,0.018501996994018555,0.007265806198120117
query_sp2b_q11,0.017246007919311523,0.03183484077453613,0.01739215850830078
query_sp2b_q8,0.0701448917388916,0.10493087768554688,0.09155797958374023
query_sp2b_q9,0.03401494026184082,0.03451895713806152,0.02482891082763672
query_sp2b_q12a,0.02813410758972168,1.855212926864624,1.5541739463806152
query_sp2b_q12c,0.005424022674560547,0.08579587936401367,0.0464940071105957
query_sp2b_q2,0.6113910675048828,305.0653178691864,30.84404993057251
query_sp2b_q1,0.006083011627197266,0.02744889259338379,0.015515804290771484
query_sp2b_q10,0.033080101013183594,0.021277904510498047,0.00974893569946289
query_sp2b_q7,0.06704497337341309,0.06517910957336426,0.06519603729248047
query_sp2b_q6,0.5219759941101074,0.07100296020507812,0.06682705879211426
query_sp2b_q4,3.0089478492736816,0.05651497840881348,0.04802989959716797
query_sp2b_q3a,0.2295060157775879,0.1338050365447998,0.022068023681640625
query_sp2b_q3c,0.01227116584777832,0.042315006256103516,0.027101993560791016
query_sp2b_q3b,0.005131959915161133,0.03881192207336426,0.025372028350830078
query_sp2b_q5b,0.1521759033203125,0.0481719970703125,0.054574012756347656
query_sp2b_q5a,0.19166922569274902,0.07039594650268555,0.03425097465515137
