func_name,virtuoso
query_all,1.4029209613800049
query_sp2b_q11,0.022468090057373047
query_sp2b_q8,0.15201592445373535
query_sp2b_q9,0.01267099380493164
query_sp2b_q12a,0.012714862823486328
query_sp2b_q12c,0.003278017044067383
query_sp2b_q2,0.5013110637664795
query_sp2b_q1,0.0045468807220458984
query_sp2b_q10,0.020941972732543945
query_sp2b_q7,0.2890639305114746
query_sp2b_q6,0.35545802116394043
query_sp2b_q4,2.588973045349121
query_sp2b_q3a,0.1312849521636963
query_sp2b_q3c,0.004005908966064453
query_sp2b_q3b,0.005171060562133789
query_sp2b_q5b,0.1456739902496338
query_sp2b_q5a,0.10880494117736816
