func_name,virtuoso
query_all,1.3867340087890625
query_sp2b_q11,0.01690983772277832
query_sp2b_q8,0.06149792671203613
query_sp2b_q9,0.013357877731323242
query_sp2b_q12a,0.015470027923583984
query_sp2b_q12c,0.0037899017333984375
query_sp2b_q2,0.5779480934143066
query_sp2b_q1,0.004815101623535156
query_sp2b_q10,0.0223541259765625
query_sp2b_q7,0.2364649772644043
query_sp2b_q6,0.3049149513244629
query_sp2b_q4,2.6206459999084473
query_sp2b_q3a,0.10624408721923828
query_sp2b_q3c,0.004269838333129883
query_sp2b_q3b,0.0067369937896728516
query_sp2b_q5b,0.17982721328735352
query_sp2b_q5a,0.12257695198059082
