func_name,virtuoso
query_all,1.3279380798339844
query_sp2b_q11,0.014667034149169922
query_sp2b_q8,0.059613943099975586
query_sp2b_q9,0.013031959533691406
query_sp2b_q12a,0.011480093002319336
query_sp2b_q12c,0.003170013427734375
query_sp2b_q2,0.5469379425048828
query_sp2b_q1,0.004673004150390625
query_sp2b_q10,0.021188020706176758
query_sp2b_q7,0.21063804626464844
query_sp2b_q6,0.302562952041626
query_sp2b_q4,2.4452788829803467
query_sp2b_q3a,0.10314393043518066
query_sp2b_q3c,0.0037539005279541016
query_sp2b_q3b,0.004291057586669922
query_sp2b_q5b,0.11284899711608887
query_sp2b_q5a,0.11040091514587402
