func_name,virtuoso
query_all,1.4585111141204834
query_sp2b_q11,0.025805950164794922
query_sp2b_q8,0.07740402221679688
query_sp2b_q9,0.022217988967895508
query_sp2b_q12a,0.02727198600769043
query_sp2b_q12c,0.0031328201293945312
query_sp2b_q2,0.49502110481262207
query_sp2b_q1,0.004800081253051758
query_sp2b_q10,0.03455185890197754
query_sp2b_q7,0.2174830436706543
query_sp2b_q6,0.356917142868042
query_sp2b_q4,2.888636827468872
query_sp2b_q3a,0.14497900009155273
query_sp2b_q3c,0.0035707950592041016
query_sp2b_q3b,0.004354000091552734
query_sp2b_q5b,0.11160802841186523
query_sp2b_q5a,0.1119999885559082
