func_name,virtuoso
query_all,1.2556440830230713
query_sp2b_q11,0.015578985214233398
query_sp2b_q8,0.05936908721923828
query_sp2b_q9,0.012716054916381836
query_sp2b_q12a,0.011065959930419922
query_sp2b_q12c,0.0033440589904785156
query_sp2b_q2,0.48003602027893066
query_sp2b_q1,0.005528926849365234
query_sp2b_q10,0.021348953247070312
query_sp2b_q7,0.2009749412536621
query_sp2b_q6,0.36423587799072266
query_sp2b_q4,2.3717031478881836
query_sp2b_q3a,0.12536907196044922
query_sp2b_q3c,0.003606081008911133
query_sp2b_q3b,0.004297018051147461
query_sp2b_q5b,0.10809206962585449
query_sp2b_q5a,0.1072700023651123
