func_name,virtuoso
query_all,1.5672972202301025
query_sp2b_q11,0.018443822860717773
query_sp2b_q8,0.058728933334350586
query_sp2b_q9,0.012875080108642578
query_sp2b_q12a,0.019967079162597656
query_sp2b_q12c,0.005385160446166992
query_sp2b_q2,0.5758118629455566
query_sp2b_q1,0.005198001861572266
query_sp2b_q10,0.021497011184692383
query_sp2b_q7,0.24104094505310059
query_sp2b_q6,0.49349403381347656
query_sp2b_q4,2.645570993423462
query_sp2b_q3a,0.1077718734741211
query_sp2b_q3c,0.0036008358001708984
query_sp2b_q3b,0.00600886344909668
query_sp2b_q5b,0.10835695266723633
query_sp2b_q5a,0.11211204528808594
