func_name,virtuoso
query_all,1.832144021987915
query_sp2b_q11,0.01578998565673828
query_sp2b_q8,0.08862090110778809
query_sp2b_q9,0.014333963394165039
query_sp2b_q12a,0.015698909759521484
query_sp2b_q12c,0.022735118865966797
query_sp2b_q2,1.0764389038085938
query_sp2b_q1,0.1301429271697998
query_sp2b_q10,0.05596208572387695
query_sp2b_q7,0.2581191062927246
query_sp2b_q6,0.40615296363830566
query_sp2b_q4,2.5864510536193848
query_sp2b_q3a,0.10355997085571289
query_sp2b_q3c,0.017985105514526367
query_sp2b_q3b,0.06444907188415527
query_sp2b_q5b,0.11284112930297852
query_sp2b_q5a,0.10929203033447266
