func_name,virtuoso
query_all,1.3671090602874756
query_sp2b_q11,0.015072822570800781
query_sp2b_q8,0.0594940185546875
query_sp2b_q9,0.013262033462524414
query_sp2b_q12a,0.011031866073608398
query_sp2b_q12c,0.0030879974365234375
query_sp2b_q2,0.5145819187164307
query_sp2b_q1,0.0046100616455078125
query_sp2b_q10,0.020038843154907227
query_sp2b_q7,0.20397400856018066
query_sp2b_q6,0.295590877532959
query_sp2b_q4,2.4989960193634033
query_sp2b_q3a,0.10581779479980469
query_sp2b_q3c,0.003760814666748047
query_sp2b_q3b,0.004793882369995117
query_sp2b_q5b,0.10926198959350586
query_sp2b_q5a,0.10884213447570801
