func_name,virtuoso
query_all,1.2768080234527588
query_sp2b_q11,0.014738082885742188
query_sp2b_q8,0.06010293960571289
query_sp2b_q9,0.012588977813720703
query_sp2b_q12a,0.010979175567626953
query_sp2b_q12c,0.0032241344451904297
query_sp2b_q2,0.5318629741668701
query_sp2b_q1,0.004534006118774414
query_sp2b_q10,0.020208120346069336
query_sp2b_q7,0.21206092834472656
query_sp2b_q6,0.2969028949737549
query_sp2b_q4,2.4093148708343506
query_sp2b_q3a,0.10564780235290527
query_sp2b_q3c,0.00356292724609375
query_sp2b_q3b,0.004302024841308594
query_sp2b_q5b,0.11463499069213867
query_sp2b_q5a,0.10724592208862305
