func_name,virtuoso
query_all,1.2793591022491455
query_sp2b_q11,0.014819145202636719
query_sp2b_q8,0.057141780853271484
query_sp2b_q9,0.012916088104248047
query_sp2b_q12a,0.011900901794433594
query_sp2b_q12c,0.0036427974700927734
query_sp2b_q2,0.5258798599243164
query_sp2b_q1,0.0045740604400634766
query_sp2b_q10,0.020942211151123047
query_sp2b_q7,0.21274781227111816
query_sp2b_q6,0.2914700508117676
query_sp2b_q4,2.5664119720458984
query_sp2b_q3a,0.13602209091186523
query_sp2b_q3c,0.009896993637084961
query_sp2b_q3b,0.010605096817016602
query_sp2b_q5b,0.1346909999847412
query_sp2b_q5a,0.10689902305603027
