func_name,virtuoso
query_all,1.4444200992584229
query_sp2b_q11,0.015383005142211914
query_sp2b_q8,0.058320045471191406
query_sp2b_q9,0.013113021850585938
query_sp2b_q12a,0.011685848236083984
query_sp2b_q12c,0.003247976303100586
query_sp2b_q2,0.5490210056304932
query_sp2b_q1,0.007925987243652344
query_sp2b_q10,0.020991086959838867
query_sp2b_q7,0.21694493293762207
query_sp2b_q6,0.3350789546966553
query_sp2b_q4,2.896975040435791
query_sp2b_q3a,0.10570716857910156
query_sp2b_q3c,0.003879070281982422
query_sp2b_q3b,0.0049169063568115234
query_sp2b_q5b,0.11675214767456055
query_sp2b_q5a,0.11416912078857422
