func_name,virtuoso
query_all,1.3417079448699951
query_sp2b_q11,0.015424013137817383
query_sp2b_q8,0.05933880805969238
query_sp2b_q9,0.012912988662719727
query_sp2b_q12a,0.011002063751220703
query_sp2b_q12c,0.003139019012451172
query_sp2b_q2,0.4703061580657959
query_sp2b_q1,0.004576921463012695
query_sp2b_q10,0.020412921905517578
query_sp2b_q7,0.20695114135742188
query_sp2b_q6,0.3412470817565918
query_sp2b_q4,2.435494899749756
query_sp2b_q3a,0.10331106185913086
query_sp2b_q3c,0.004409074783325195
query_sp2b_q3b,0.004288911819458008
query_sp2b_q5b,0.1125481128692627
query_sp2b_q5a,0.10981917381286621
