func_name,virtuoso
query_all,1.2474870681762695
query_sp2b_q11,0.015063047409057617
query_sp2b_q8,0.05838918685913086
query_sp2b_q9,0.014292001724243164
query_sp2b_q12a,0.011928081512451172
query_sp2b_q12c,0.003113985061645508
query_sp2b_q2,0.4909989833831787
query_sp2b_q1,0.004736900329589844
query_sp2b_q10,0.020591020584106445
query_sp2b_q7,0.2056410312652588
query_sp2b_q6,0.31882691383361816
query_sp2b_q4,2.396151065826416
query_sp2b_q3a,0.12840700149536133
query_sp2b_q3c,0.003531932830810547
query_sp2b_q3b,0.004580974578857422
query_sp2b_q5b,0.10878419876098633
query_sp2b_q5a,0.10984301567077637
