func_name,virtuoso
query_all,1.2969169616699219
query_sp2b_q11,0.016010046005249023
query_sp2b_q8,0.05718398094177246
query_sp2b_q9,0.013782024383544922
query_sp2b_q12a,0.011480093002319336
query_sp2b_q12c,0.003139019012451172
query_sp2b_q2,0.5603799819946289
query_sp2b_q1,0.004547834396362305
query_sp2b_q10,0.021835803985595703
query_sp2b_q7,0.2340409755706787
query_sp2b_q6,0.31604719161987305
query_sp2b_q4,2.5872671604156494
query_sp2b_q3a,0.1084449291229248
query_sp2b_q3c,0.0044629573822021484
query_sp2b_q3b,0.005478858947753906
query_sp2b_q5b,0.11074304580688477
query_sp2b_q5a,0.10970497131347656
