func_name,virtuoso
query_all,1.2906601428985596
query_sp2b_q11,0.015347003936767578
query_sp2b_q8,0.06205010414123535
query_sp2b_q9,0.013066768646240234
query_sp2b_q12a,0.013243913650512695
query_sp2b_q12c,0.0034508705139160156
query_sp2b_q2,0.500338077545166
query_sp2b_q1,0.004652976989746094
query_sp2b_q10,0.021327972412109375
query_sp2b_q7,0.2907719612121582
query_sp2b_q6,0.3690040111541748
query_sp2b_q4,2.6238059997558594
query_sp2b_q3a,0.10512185096740723
query_sp2b_q3c,0.0035560131072998047
query_sp2b_q3b,0.005007028579711914
query_sp2b_q5b,0.1674940586090088
query_sp2b_q5a,0.13533902168273926
