func_name,virtuoso
query_all,1.2670369148254395
query_sp2b_q11,0.01519012451171875
query_sp2b_q8,0.06249189376831055
query_sp2b_q9,0.012751102447509766
query_sp2b_q12a,0.011077880859375
query_sp2b_q12c,0.0031881332397460938
query_sp2b_q2,0.47386789321899414
query_sp2b_q1,0.004889965057373047
query_sp2b_q10,0.019908905029296875
query_sp2b_q7,0.2118220329284668
query_sp2b_q6,0.3970320224761963
query_sp2b_q4,2.4631550312042236
query_sp2b_q3a,0.10533595085144043
query_sp2b_q3c,0.004216909408569336
query_sp2b_q3b,0.004336118698120117
query_sp2b_q5b,0.11573100090026855
query_sp2b_q5a,0.10817289352416992
