func_name,virtuoso,postgres,sleepycat
query_all,1.376277277037058,0.1327673596838647,0.0058907756221331506
query_sp2b_q1,0.05190001741391362,0.03392255718745933,0.015626873503632382
query_sp2b_q10,0.026066993133682523,0.019425842114961595,0.008145798610101179
query_sp2b_q11,0.015513962270506996,0.02890840796792575,0.015748455764150935
query_sp2b_q12a,0.013788796209571625,263.1039412872599,0.8228983514965958
query_sp2b_q12c,0.005377067201027572,0.048628359027092526,0.014356478276083584
query_sp2b_q2,0.5998852212922231,100.6826123306203,6.606772427066452
query_sp2b_q3a,0.13709968630984604,0.03406130903056744,0.028644310248847196
query_sp2b_q3b,0.02124168172906628,0.03348120006717615,0.021000250849613645
query_sp2b_q3c,0.014154606195528939,0.033124193039506346,0.021713718619091858
query_sp2b_q4,2.623340189226949,0.04991427730254221,0.04000000537366072
query_sp2b_q5a,0.11628776580166984,0.04624901757344189,0.031835594294553876
query_sp2b_q5b,0.13263228406575356,0.031152282664683676,0.020415072616830628
query_sp2b_q6,0.41052769957370017,0.06681195245117579,0.05466060532979247
query_sp2b_q7,2.587854045661297,0.06061958219845229,0.05093547168582964
query_sp2b_q8,4.536145922327186,0.09964824579408069,0.09201168569699467
query_sp2b_q9,0.06193216417535778,0.0329073879657031,0.020578868607569953
