func_name,virtuoso,postgres,sleepycat
query_all,0.41300512597523936,0.31189966764948784,0.0011212298525159036
query_sp2b_q1,0.12467133126835793,0.018113818963379266,0.0033597991274274294
query_sp2b_q10,0.0076584255552577035,0.004614265682504047,0.0021784471426911597
query_sp2b_q11,0.0031778226251048935,0.012977760945215123,0.004368789461476214
query_sp2b_q12a,0.0029767668334992276,93.57402932531981,0.6032943231551957
query_sp2b_q12c,0.006284509625509692,0.03413213167099395,0.007910280095362656
query_sp2b_q2,0.2807261103019673,20.39861517051991,4.124363035351062
query_sp2b_q3a,0.049103263962454936,0.007107777346384024,0.019511424573325286
query_sp2b_q3b,0.06050812804745248,0.006949414896416943,0.004024066670011528
query_sp2b_q3c,0.021925723331205342,0.0069362265133491125,0.0045444188207532194
query_sp2b_q4,0.5719297479968836,0.009648015949822005,0.009958704308056837
query_sp2b_q5a,0.023681894853865487,0.00927119910514593,0.006144850333336521
query_sp2b_q5b,0.07455194266048738,0.006187682052107148,0.004869803304273265
query_sp2b_q6,0.13132010009006131,0.012914521143270737,0.01024534872068593
query_sp2b_q7,6.778849143457546,0.011665124406633707,0.011360384299517093
query_sp2b_q8,12.139679841664474,0.02211397992825823,0.0282029172607896
query_sp2b_q9,0.05836076796449566,0.0075007363453167405,0.006798660574032509
