func_name,virtuoso,postgres,sleepycat
query_all,1.2803311347961426,0.016891956329345703,0.005690097808837891
query_sp2b_q11,0.06034517288208008,0.025068998336791992,0.014716148376464844
query_sp2b_q8,0.12381410598754883,0.09316086769104004,0.0826270580291748
query_sp2b_q9,0.11877894401550293,0.02951502799987793,0.01877593994140625
query_sp2b_q12a,0.028802156448364258,176.16577100753784,8.627372026443481
query_sp2b_q12c,0.002824068069458008,0.02935791015625,0.017191171646118164
query_sp2b_q2,5.042593002319336,1096.2370069026947,39.897057056427
query_sp2b_q1,0.0034220218658447266,0.0261690616607666,0.014958858489990234
query_sp2b_q10,0.04455709457397461,0.022207975387573242,0.007359981536865234
query_sp2b_q7,0.32869505882263184,0.0647270679473877,0.04875898361206055
query_sp2b_q6,2.5238280296325684,0.07044196128845215,0.0544741153717041
query_sp2b_q4,3.1334049701690674,0.04851984977722168,0.03798985481262207
query_sp2b_q3a,0.5351591110229492,0.03179216384887695,0.020718097686767578
query_sp2b_q3c,0.0031838417053222656,0.0314021110534668,0.021254777908325195
query_sp2b_q3b,0.008582115173339844,0.03142809867858887,0.020733118057250977
query_sp2b_q5b,1.1100311279296875,0.03095412254333496,0.01860499382019043
query_sp2b_q5a,1.0415451526641846,0.04263901710510254,0.03140687942504883
