func_name,virtuoso,postgres,sleepycat
query_all,1.2865099906921387,0.016302824020385742,0.005658864974975586
query_sp2b_q11,0.06315183639526367,0.02521800994873047,0.014672994613647461
query_sp2b_q8,0.12173008918762207,0.09447979927062988,0.08469080924987793
query_sp2b_q9,0.11877703666687012,0.029389142990112305,0.018446922302246094
query_sp2b_q12a,0.029075145721435547,176.14009809494019,12.888912916183472
query_sp2b_q12c,0.002805948257446289,0.030822038650512695,0.018432140350341797
query_sp2b_q2,5.105479001998901,1095.8660180568695,122.6020519733429
query_sp2b_q1,0.0034589767456054688,0.026123046875,0.014907121658325195
query_sp2b_q10,0.04424691200256348,0.018976211547851562,0.007328033447265625
query_sp2b_q7,0.3331480026245117,0.06206393241882324,0.048792123794555664
query_sp2b_q6,2.523300886154175,0.06770491600036621,0.06082510948181152
query_sp2b_q4,3.1385960578918457,0.05163002014160156,0.03805398941040039
query_sp2b_q3a,0.5319650173187256,0.033889055252075195,0.020704030990600586
query_sp2b_q3c,0.0031998157501220703,0.0311739444732666,0.021220922470092773
query_sp2b_q3b,0.00853586196899414,0.035681962966918945,0.02074289321899414
query_sp2b_q5b,1.1082367897033691,0.029266834259033203,0.0183870792388916
query_sp2b_q5a,1.0512278079986572,0.04396414756774902,0.03186798095703125
