func_name,virtuoso,postgres,sleepycat
query_all,1.355569839477539,0.020253896713256836,0.0058100223541259766
query_sp2b_q11,0.09865212440490723,0.026479005813598633,0.01663804054260254
query_sp2b_q8,0.12349605560302734,0.09655308723449707,0.08831214904785156
query_sp2b_q9,0.1223299503326416,0.030903100967407227,0.018461942672729492
query_sp2b_q12a,0.028921127319335938,201.4660279750824,117.54514598846436
query_sp2b_q12c,0.003486156463623047,0.03204917907714844,0.052030086517333984
query_sp2b_q2,5.316087961196899,1187.3518869876862,133.4543697834015
query_sp2b_q1,0.003512859344482422,0.031794071197509766,0.016457080841064453
query_sp2b_q10,0.04663586616516113,0.02021312713623047,0.00751805305480957
query_sp2b_q7,0.37540388107299805,0.0708768367767334,0.0514531135559082
query_sp2b_q6,3.269458055496216,0.11856818199157715,0.061097145080566406
query_sp2b_q4,3.413638114929199,0.05243706703186035,0.03873300552368164
query_sp2b_q3a,0.6193280220031738,0.03817892074584961,0.02145218849182129
query_sp2b_q3c,0.0035021305084228516,0.03440117835998535,0.021894216537475586
query_sp2b_q3b,0.008955955505371094,0.033722877502441406,0.02291107177734375
query_sp2b_q5b,1.231415033340454,0.03420400619506836,0.019359111785888672
query_sp2b_q5a,1.1110479831695557,0.047035932540893555,0.03875613212585449
