func_name,virtuoso,_4store,postgres,sleepycat,memory
query_all,1.2574071388452734,2.8971026527824226,0.07662948583665884,0.0057448194046011425,0.005174358476340068
query_sp2b_q1,0.035927418771087585,0.009995621781775954,0.026650015964558335,0.014771537756042119,0.014226875582415336
query_sp2b_q10,0.019748003949748544,0.019324037529293042,0.019395114867837418,0.0074164586895365085,0.007055898822770826
query_sp2b_q11,0.015735001452521945,0.017180906894542256,0.026578715844310576,0.014398328253487807,0.01380934099054421
query_sp2b_q12a,0.01413246250299679,5.799687242975697,15.47790359995196,0.40788834112850125,3.553468162785103
query_sp2b_q12c,0.004964833416703946,0.0056702197074713695,0.03005692095706022,0.009651049111665295,0.00919852542191774
query_sp2b_q2,0.6004069413278336,0.3289266839715642,89.80057689733786,4.088692897045697,1.6926940406244038
query_sp2b_q3a,0.09978419208182286,0.07401112246287601,0.031953926222083824,0.01989513255733961,0.0196709074726491
query_sp2b_q3b,0.014226936718202594,0.01205142009756683,0.03155269861281286,0.02016342090102683,0.019725385124883074
query_sp2b_q3c,0.009725792679633867,0.00959551874332071,0.03106225089907946,0.020468080835389254,0.01982011324835117
query_sp2b_q4,2.4970914069467276,7.955743424166676,0.047546956467732875,0.036245968596564454,0.03861071493252728
query_sp2b_q5a,0.10796062908949552,14.513697661616266,0.041480480009007586,0.031173674410867568,0.029909956451936757
query_sp2b_q5b,0.10530246851075256,0.1714046838487161,0.09488680664151171,0.017872842898180422,0.017605601537072964
query_sp2b_q6,0.38510816676215726,12.515063141920363,0.06328998322106794,0.05572675972366019,0.0517842376921795
query_sp2b_q7,0.03630709901392075,6.079823669012883,0.060243144775121424,0.05433808047938596,0.04657625695588355
query_sp2b_q8,0.04985138826028818,1.210590507944053,0.0898216553547006,0.0815633657333653,0.07945838478829405
query_sp2b_q9,0.02114349268178498,0.07185967390794835,0.02976195450730015,0.018301254407197994,0.017712948429062132
