func_name,virtuoso,_4store,postgres,sleepycat,memory
query_all,1.2826249599456787,3.0135068893432617,0.018632888793945312,0.005847930908203125,0.005383014678955078
query_sp2b_q11,0.014768838882446289,0.017647981643676758,0.027769088745117188,0.014622926712036133,0.014405965805053711
query_sp2b_q8,0.04859805107116699,1.2282450199127197,0.0916898250579834,0.08383512496948242,0.08000493049621582
query_sp2b_q9,0.021430015563964844,0.06377291679382324,0.029130935668945312,0.01874399185180664,0.01841115951538086
query_sp2b_q12a,0.014869928359985352,5.9694318771362305,15.985989093780518,0.43134188652038574,3.4401180744171143
query_sp2b_q12c,0.0031070709228515625,0.005676984786987305,0.028480052947998047,0.009955883026123047,0.009254217147827148
query_sp2b_q2,0.4472839832305908,0.37377095222473145,93.03926801681519,3.601249933242798,1.759903907775879
query_sp2b_q1,0.004583120346069336,0.009417057037353516,0.02821207046508789,0.01504206657409668,0.014659881591796875
query_sp2b_q10,0.02007293701171875,0.01949000358581543,0.01837897300720215,0.007530927658081055,0.007325887680053711
query_sp2b_q7,0.019773006439208984,6.363792896270752,0.05878710746765137,0.06483292579650879,0.049880027770996094
query_sp2b_q6,0.4590730667114258,13.094505786895752,0.06779193878173828,0.05430316925048828,0.05371499061584473
query_sp2b_q4,2.5992159843444824,8.296304941177368,0.048909902572631836,0.03744196891784668,0.039025068283081055
query_sp2b_q3a,0.10224485397338867,0.07570314407348633,0.03216290473937988,0.020556211471557617,0.02031707763671875
query_sp2b_q3c,0.003598928451538086,0.010191917419433594,0.03277397155761719,0.02048492431640625,0.02046799659729004
query_sp2b_q3b,0.004912853240966797,0.011925935745239258,0.0333409309387207,0.02060699462890625,0.020492076873779297
query_sp2b_q5b,0.10769200325012207,0.165726900100708,0.15871405601501465,0.018429040908813477,0.01803898811340332
query_sp2b_q5a,0.11045598983764648,14.935088872909546,0.043692827224731445,0.03196310997009277,0.030852794647216797
