func_name,virtuoso,_4store,postgres,sleepycat,memory
query_all,1.2699520587921143,2.995777130126953,0.01725602149963379,0.005896091461181641,0.005373954772949219
query_sp2b_q11,0.01433706283569336,0.01792287826538086,0.02741694450378418,0.014770984649658203,0.014317989349365234
query_sp2b_q8,0.051026105880737305,1.2064101696014404,0.09566688537597656,0.08446097373962402,0.08070015907287598
query_sp2b_q9,0.021464109420776367,0.06123018264770508,0.030668020248413086,0.01876521110534668,0.018281936645507812
query_sp2b_q12a,0.01403498649597168,5.998071908950806,15.963344097137451,0.320789098739624,7.000641107559204
query_sp2b_q12c,0.0031969547271728516,0.005993843078613281,0.028638124465942383,0.009970903396606445,0.00931096076965332
query_sp2b_q2,0.5860090255737305,0.2500419616699219,93.31856083869934,5.43912410736084,1.7517828941345215
query_sp2b_q1,0.004502058029174805,0.009428977966308594,0.027868032455444336,0.01511383056640625,0.014641046524047852
query_sp2b_q10,0.020460844039916992,0.02045917510986328,0.018802881240844727,0.007462024688720703,0.007333993911743164
query_sp2b_q7,0.019622087478637695,6.403553009033203,0.06173896789550781,0.06396198272705078,0.04884600639343262
query_sp2b_q6,0.32508301734924316,12.844267129898071,0.06426596641540527,0.054136037826538086,0.053562164306640625
query_sp2b_q4,2.5190670490264893,8.255630016326904,0.05112814903259277,0.03751087188720703,0.03877878189086914
query_sp2b_q3a,0.10345196723937988,0.07633805274963379,0.03367114067077637,0.02051091194152832,0.020360946655273438
query_sp2b_q3c,0.003645181655883789,0.010320186614990234,0.031127214431762695,0.020682096481323242,0.020674943923950195
query_sp2b_q3b,0.004331111907958984,0.012502908706665039,0.0316920280456543,0.020719051361083984,0.02024698257446289
query_sp2b_q5b,0.11204195022583008,0.17468905448913574,0.03136777877807617,0.01835918426513672,0.018131017684936523
query_sp2b_q5a,0.10973000526428223,15.05955195426941,0.042443037033081055,0.03117203712463379,0.03103804588317871
