func_name,virtuoso,_4store,postgres,sleepycat,memory
query_all,1.283376932144165,3.030751943588257,0.018538951873779297,0.005807161331176758,0.005388975143432617
query_sp2b_q11,0.014266014099121094,0.017698049545288086,0.028453826904296875,0.014680147171020508,0.014343976974487305
query_sp2b_q8,0.04809904098510742,1.2102410793304443,0.09130001068115234,0.08295011520385742,0.08022594451904297
query_sp2b_q9,0.021324872970581055,0.06318020820617676,0.031033992767333984,0.018867015838623047,0.01829981803894043
query_sp2b_q12a,0.015989065170288086,5.9499359130859375,15.99752688407898,0.74692702293396,1.3227009773254395
query_sp2b_q12c,0.0031621456146240234,0.0059430599212646484,0.029270172119140625,0.009976863861083984,0.011063098907470703
query_sp2b_q2,0.4565441608428955,0.4813241958618164,92.88033199310303,3.6777849197387695,1.7612700462341309
query_sp2b_q1,0.004515886306762695,0.009407997131347656,0.026182889938354492,0.015049934387207031,0.014905929565429688
query_sp2b_q10,0.02107405662536621,0.019510984420776367,0.018358945846557617,0.0075070858001708984,0.007339000701904297
query_sp2b_q7,0.01942896842956543,6.285153865814209,0.06271100044250488,0.06509995460510254,0.04794716835021973
query_sp2b_q6,0.4579610824584961,12.743904829025269,0.06644105911254883,0.05386686325073242,0.05339407920837402
query_sp2b_q4,2.5367579460144043,8.231897830963135,0.049627065658569336,0.03756213188171387,0.03895998001098633
query_sp2b_q3a,0.10218596458435059,0.07859611511230469,0.03209686279296875,0.020545005798339844,0.02226400375366211
query_sp2b_q3c,0.0035920143127441406,0.009618043899536133,0.03141212463378906,0.020657062530517578,0.020411968231201172
query_sp2b_q3b,0.004313945770263672,0.012590169906616211,0.03371906280517578,0.020450115203857422,0.020244121551513672
query_sp2b_q5b,0.10869693756103516,0.17271804809570312,0.15909790992736816,0.018535137176513672,0.018281936645507812
query_sp2b_q5a,0.11064291000366211,15.019885063171387,0.042305946350097656,0.03125715255737305,0.030946016311645508
