func_name,virtuoso,_4store,postgres,sleepycat,memory
query_all,1.27174711227417,3.0055298805236816,0.01733708381652832,0.00599217414855957,0.005357980728149414
query_sp2b_q11,0.014313936233520508,0.0178220272064209,0.02756500244140625,0.014899969100952148,0.014419078826904297
query_sp2b_q8,0.048211097717285156,1.2139959335327148,0.09307479858398438,0.08282089233398438,0.08351898193359375
query_sp2b_q9,0.021461009979248047,0.05846810340881348,0.03038787841796875,0.018843889236450195,0.018383026123046875
query_sp2b_q12a,0.014139175415039062,5.991305112838745,15.891772031784058,0.44495415687561035,3.0913400650024414
query_sp2b_q12c,0.003110170364379883,0.005719900131225586,0.03079700469970703,0.009955167770385742,0.009273052215576172
query_sp2b_q2,0.7277369499206543,0.2431640625,93.16867208480835,3.6175949573516846,1.7543540000915527
query_sp2b_q1,0.004464149475097656,0.009376049041748047,0.027940034866333008,0.015040159225463867,0.014646053314208984
query_sp2b_q10,0.02016305923461914,0.020041942596435547,0.023595094680786133,0.0075190067291259766,0.007372140884399414
query_sp2b_q7,0.019551992416381836,6.374191045761108,0.05910897254943848,0.06470608711242676,0.04821610450744629
query_sp2b_q6,0.32438206672668457,12.870795965194702,0.06671500205993652,0.054308176040649414,0.053411006927490234
query_sp2b_q4,2.5902810096740723,8.214921951293945,0.04981803894042969,0.037513017654418945,0.03859114646911621
query_sp2b_q3a,0.10412001609802246,0.0751950740814209,0.03179788589477539,0.02051711082458496,0.02027106285095215
query_sp2b_q3c,0.0035898685455322266,0.010267019271850586,0.031106948852539062,0.02106189727783203,0.020450115203857422
query_sp2b_q3b,0.004960060119628906,0.012974023818969727,0.033850908279418945,0.020641803741455078,0.02024102210998535
query_sp2b_q5b,0.10897493362426758,0.17699098587036133,0.031770944595336914,0.018465042114257812,0.018097877502441406
query_sp2b_q5a,0.1105051040649414,15.037354946136475,0.044352054595947266,0.031152009963989258,0.03106999397277832
