func_name,virtuoso,_4store,postgres,sleepycat,memory
query_all,1.3392460346221924,3.0001189708709717,0.018417835235595703,0.005799055099487305,0.005361080169677734
query_sp2b_q11,0.014371156692504883,0.017879009246826172,0.028570890426635742,0.014758110046386719,0.014558792114257812
query_sp2b_q8,0.04814314842224121,1.2149648666381836,0.09370899200439453,0.08334016799926758,0.0805060863494873
query_sp2b_q9,0.02142190933227539,0.06028604507446289,0.03101181983947754,0.0187530517578125,0.01834392547607422
query_sp2b_q12a,0.014014005661010742,6.017748832702637,15.864888906478882,0.3504040241241455,3.4493799209594727
query_sp2b_q12c,0.0035130977630615234,0.005712032318115234,0.028696060180664062,0.010024070739746094,0.009312868118286133
query_sp2b_q2,0.5851480960845947,0.35220909118652344,93.35497903823853,5.753114938735962,1.7599799633026123
query_sp2b_q1,0.0044269561767578125,0.00976705551147461,0.02640700340270996,0.015060901641845703,0.014621973037719727
query_sp2b_q10,0.020202159881591797,0.019596099853515625,0.020328998565673828,0.007538795471191406,0.007299900054931641
query_sp2b_q7,0.01952815055847168,6.373543977737427,0.06101202964782715,0.06337094306945801,0.0483088493347168
query_sp2b_q6,0.3252699375152588,12.771720170974731,0.0680091381072998,0.05516505241394043,0.053458213806152344
query_sp2b_q4,2.5299248695373535,8.191715002059937,0.04791903495788574,0.03737998008728027,0.038665056228637695
query_sp2b_q3a,0.10197305679321289,0.07566189765930176,0.031858205795288086,0.020478010177612305,0.020277023315429688
query_sp2b_q3c,0.003690958023071289,0.009857177734375,0.031234025955200195,0.020984172821044922,0.020718097686767578
query_sp2b_q3b,0.004246950149536133,0.011862039566040039,0.03157401084899902,0.02051711082458496,0.020672082901000977
query_sp2b_q5b,0.11086201667785645,0.1729869842529297,0.030009984970092773,0.018409013748168945,0.01818394660949707
query_sp2b_q5a,0.10959792137145996,15.089086055755615,0.04214000701904297,0.03126692771911621,0.0310819149017334
