func_name,sleepycat
query_all,5.19568395614624
query_sp2b_q11,5.244578123092651
query_sp2b_q8,5.476107835769653
query_sp2b_q9,5.421761989593506
query_sp2b_q12c,5.415757894515991
query_sp2b_q1,5.310175895690918
query_sp2b_q10,5.338651895523071
query_sp2b_q7,5.414018869400024
query_sp2b_q6,5.3144450187683105
query_sp2b_q4,5.341160774230957
query_sp2b_q3a,5.357460021972656
query_sp2b_q3c,5.575330972671509
query_sp2b_q3b,5.3307318687438965
query_sp2b_q5b,5.227350950241089
query_sp2b_q5a,5.45237398147583
