func_name,sleepycat
query_all,5.262289047241211
query_sp2b_q11,5.702521085739136
query_sp2b_q8,5.381886959075928
query_sp2b_q9,5.355154991149902
query_sp2b_q12c,5.297658920288086
query_sp2b_q1,5.380367994308472
query_sp2b_q10,5.35159707069397
query_sp2b_q7,5.517276048660278
query_sp2b_q6,5.351386070251465
query_sp2b_q4,5.377129793167114
query_sp2b_q3a,5.374994993209839
query_sp2b_q3c,5.273603200912476
query_sp2b_q3b,5.3657917976379395
query_sp2b_q5b,5.346567153930664
query_sp2b_q5a,5.296160936355591
