func_name,sleepycat
query_all,5.434145927429199
query_sp2b_q11,5.3294219970703125
query_sp2b_q8,5.501117944717407
query_sp2b_q9,5.36850380897522
query_sp2b_q12c,5.245677947998047
query_sp2b_q1,5.531206130981445
query_sp2b_q10,5.2896950244903564
query_sp2b_q7,5.464057922363281
query_sp2b_q6,5.39688777923584
query_sp2b_q4,5.4183008670806885
query_sp2b_q3a,5.238605976104736
query_sp2b_q3c,5.312564134597778
query_sp2b_q3b,5.266796112060547
query_sp2b_q5b,5.2329161167144775
query_sp2b_q5a,5.489732980728149
