func_name,sleepycat
query_all,5.383357048034668
query_sp2b_q11,5.52101993560791
query_sp2b_q8,5.3588340282440186
query_sp2b_q9,5.205983877182007
query_sp2b_q12c,5.235991954803467
query_sp2b_q1,5.277962923049927
query_sp2b_q10,5.7372519969940186
query_sp2b_q7,5.424824953079224
query_sp2b_q6,5.654105186462402
query_sp2b_q4,5.496031999588013
query_sp2b_q3a,5.337752819061279
query_sp2b_q3c,5.486537933349609
query_sp2b_q3b,5.214226007461548
query_sp2b_q5b,5.301025867462158
query_sp2b_q5a,5.652920961380005
