func_name,sleepycat
query_all,7.899165868759155
query_sp2b_q11,5.340723037719727
query_sp2b_q8,6.345102071762085
query_sp2b_q9,5.663617849349976
query_sp2b_q12c,5.294169902801514
query_sp2b_q1,6.98628306388855
query_sp2b_q10,5.349977016448975
query_sp2b_q7,6.3662660121917725
query_sp2b_q6,5.7805869579315186
query_sp2b_q4,5.372920989990234
query_sp2b_q3a,5.498600959777832
query_sp2b_q3c,5.221237897872925
query_sp2b_q3b,5.5239410400390625
query_sp2b_q5b,6.291668891906738
query_sp2b_q5a,5.9645469188690186
